,region,customer_lifetime_value,response,coverage,education,effective_to_date,month,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
2527,west region,58166,no,basic,bachelor,2/27/11,feb,employed,m,61321,rural,single,186,0,30,1,2,personal auto,personal l3,offer2,branch,427,luxury car,small
2528,east,9080,no,basic,high school or below,2/2/11,feb,employed,m,68073,suburban,married,114,16,63,0,8,personal auto,personal l3,offer3,agent,547,suv,medsize
2529,west region,19174,no,basic,bachelor,2/11/11,feb,employed,f,74028,rural,married,118,10,16,0,2,corporate auto,corporate l1,offer4,call center,53,suv,medsize
2530,east,7824,no,basic,college,1/18/11,jan,employed,m,32823,suburban,married,100,1,36,0,8,personal auto,personal l3,offer2,agent,480,suv,medsize
2531,west region,2117,no,basic,bachelor,2/16/11,feb,unemployed,m,66967,suburban,single,64,0,78,0,1,personal auto,personal l3,offer1,branch,426,four-door car,medsize
2532,east,3580,no,extended,college,1/17/11,jan,employed,f,75333,urban,married,90,15,44,1,1,personal auto,personal l1,offer2,web,289,suv,medsize
2533,west region,5233,no,basic,high school or below,1/30/11,jan,employed,f,69231,urban,married,65,19,7,0,9,personal auto,personal l1,offer2,agent,193,four-door car,medsize
2534,central,5079,no,extended,doctor,1/11/11,jan,employed,f,83288,urban,married,124,18,70,0,1,personal auto,personal l3,offer1,agent,353,suv,medsize
2535,west region,5059,no,basic,bachelor,2/18/11,feb,employed,f,67371,rural,married,63,27,14,0,3,personal auto,personal l3,offer2,web,86,four-door car,medsize
2536,east,4531,yes,premium,bachelor,2/11/11,feb,unemployed,f,54162,suburban,married,119,30,95,0,1,personal auto,personal l2,offer1,branch,571,four-door car,medsize
2537,north west,4372,no,basic,bachelor,1/23/11,jan,medical leave,m,20354,suburban,married,116,23,0,0,1,personal auto,personal l1,offer3,agent,556,suv,medsize
2538,west region,4547,no,basic,bachelor,2/14/11,feb,medical leave,f,29031,suburban,married,61,7,19,2,3,personal auto,personal l2,offer2,agent,292,four-door car,medsize
2539,north west,4145,no,premium,college,1/25/11,jan,disabled,m,25943,suburban,married,110,26,83,0,1,corporate auto,corporate l2,offer1,branch,1067,two-door car,small
2540,central,5623,no,basic,high school or below,1/31/11,jan,employed,f,77912,rural,single,71,2,21,1,3,corporate auto,corporate l3,offer3,branch,23,four-door car,medsize
2541,central,2230,no,basic,college,1/20/11,jan,unemployed,m,29182,suburban,married,62,9,49,0,1,personal auto,personal l2,offer1,agent,325,four-door car,medsize
2542,central,4554,no,basic,bachelor,1/13/11,jan,employed,m,90156,urban,married,114,16,6,0,1,personal auto,personal l1,offer2,call center,388,suv,small
2543,central,2799,no,basic,master,1/11/11,jan,employed,m,78127,rural,married,69,5,6,0,1,personal auto,personal l3,offer3,call center,136,four-door car,medsize
2544,central,37150,no,basic,high school or below,1/12/11,jan,disabled,f,17774,rural,married,108,0,64,0,2,personal auto,personal l2,offer3,call center,116,suv,medsize
2545,west region,5481,no,basic,bachelor,2/27/11,feb,employed,f,70795,urban,married,68,10,95,0,4,corporate auto,corporate l1,offer2,call center,177,four-door car,medsize
2546,north west,2403,no,basic,high school or below,1/30/11,jan,disabled,m,24248,suburban,married,70,33,82,3,1,personal auto,personal l2,offer1,agent,336,four-door car,medsize
2547,north west,2545,no,basic,high school or below,2/15/11,feb,employed,m,71868,suburban,single,65,6,61,0,1,corporate auto,corporate l3,offer4,agent,312,four-door car,small
2548,north west,2754,no,basic,college,2/11/11,feb,employed,m,79507,suburban,married,70,7,17,3,1,personal auto,personal l3,offer2,call center,442,two-door car,medsize
2549,east,4462,yes,basic,bachelor,1/30/11,jan,unemployed,f,49183,suburban,single,73,35,52,3,5,personal auto,personal l1,offer1,web,350,two-door car,medsize
2550,north west,4379,no,basic,doctor,1/28/11,jan,employed,f,40896,urban,married,109,3,61,0,1,personal auto,personal l3,offer1,branch,319,sports car,medsize
2551,north west,4879,no,basic,college,2/23/11,feb,unemployed,m,14094,suburban,single,67,7,84,0,5,personal auto,personal l3,offer1,agent,321,four-door car,medsize
2552,central,7154,no,basic,bachelor,1/23/11,jan,employed,f,28204,urban,married,182,30,84,0,1,personal auto,personal l2,offer2,branch,532,luxury car,medsize
2553,west region,26511,no,extended,bachelor,1/17/11,jan,employed,m,28773,suburban,single,229,14,72,0,2,personal auto,personal l1,offer4,web,1099,luxury car,medsize
2554,central,4853,no,basic,bachelor,1/20/11,jan,unemployed,f,72303,suburban,single,65,24,53,0,3,personal auto,personal l3,offer1,web,468,four-door car,medsize
2555,east,9102,no,premium,doctor,2/22/11,feb,employed,m,73759,suburban,married,114,2,25,3,6,personal auto,personal l3,offer1,agent,547,four-door car,small
2556,north west,19504,no,basic,bachelor,1/9/11,jan,unemployed,m,66167,suburban,single,72,17,55,0,2,personal auto,personal l1,offer3,agent,345,four-door car,medsize
2557,north west,5875,no,basic,master,1/2/11,jan,employed,m,55836,urban,married,73,8,87,0,7,personal auto,personal l3,offer1,web,314,four-door car,medsize
2558,east,6646,no,extended,bachelor,2/16/11,feb,employed,f,95815,suburban,married,82,6,95,0,3,personal auto,personal l2,offer3,call center,393,four-door car,small
2559,west region,2393,no,basic,college,1/25/11,jan,medical leave,m,22981,rural,single,69,30,8,0,1,personal auto,personal l2,offer2,call center,16,four-door car,large
2560,north west,10298,no,extended,high school or below,1/31/11,jan,employed,m,64825,urban,married,129,1,78,0,4,personal auto,personal l3,offer2,web,359,suv,medsize
2561,east,14413,no,basic,college,2/11/11,feb,employed,f,56457,rural,single,73,27,68,0,2,personal auto,personal l2,offer3,web,138,four-door car,large
2562,west region,2004,yes,basic,college,2/22/11,feb,unemployed,f,91511,suburban,divorced,66,16,35,4,1,corporate auto,corporate l3,offer1,branch,316,four-door car,small
2563,central,8630,no,premium,college,1/2/11,jan,employed,m,24065,suburban,divorced,111,30,1,0,5,corporate auto,corporate l2,offer1,branch,532,four-door car,medsize
2564,west region,7704,no,basic,high school or below,2/24/11,feb,employed,m,30366,suburban,single,101,25,13,2,3,personal auto,personal l2,offer1,branch,484,suv,medsize
2565,north west,5350,no,extended,college,1/11/11,jan,employed,f,58357,suburban,single,137,27,76,2,1,personal auto,personal l2,offer2,call center,708,sports car,medsize
2566,west region,5931,no,basic,high school or below,2/7/11,feb,employed,f,56617,suburban,married,74,18,24,0,3,personal auto,personal l2,offer4,call center,355,four-door car,small
2567,west region,14941,no,basic,bachelor,2/5/11,feb,disabled,f,22978,suburban,married,190,8,53,0,4,personal auto,personal l3,offer1,branch,912,luxury car,medsize
2568,north west,6446,no,extended,high school or below,2/7/11,feb,employed,f,55037,suburban,married,80,20,88,1,8,corporate auto,corporate l2,offer3,agent,481,four-door car,medsize
2569,west region,8467,no,extended,bachelor,1/3/11,jan,unemployed,m,96452,suburban,single,122,2,73,0,5,personal auto,personal l1,offer1,call center,1100,suv,medsize
2570,central,3697,no,premium,bachelor,2/10/11,feb,unemployed,m,81011,suburban,single,113,3,91,0,1,personal auto,personal l3,offer1,agent,813,two-door car,medsize
2571,north west,6271,no,extended,college,1/14/11,jan,employed,f,94880,urban,single,79,18,73,3,3,special auto,special l2,offer1,agent,347,four-door car,medsize
2572,west region,2551,yes,basic,master,1/19/11,jan,employed,m,79751,suburban,married,63,15,67,0,1,personal auto,personal l3,offer3,web,392,two-door car,small
2573,north west,2643,no,extended,college,2/4/11,feb,unemployed,f,49499,suburban,single,82,14,56,3,1,personal auto,personal l3,offer1,branch,393,two-door car,medsize
2574,central,4025,no,basic,college,2/15/11,feb,unemployed,m,36915,suburban,married,119,29,54,2,1,personal auto,personal l3,offer3,agent,571,suv,small
2575,north west,4606,no,basic,bachelor,2/27/11,feb,unemployed,m,38073,suburban,single,72,8,14,2,8,corporate auto,corporate l1,offer1,call center,518,four-door car,medsize
2576,central,13466,yes,basic,high school or below,2/23/11,feb,disabled,f,11432,suburban,married,119,11,9,0,2,corporate auto,corporate l3,offer2,agent,571,suv,small
2577,central,2588,no,basic,doctor,2/15/11,feb,employed,m,46168,suburban,married,65,1,7,0,1,personal auto,personal l2,offer2,agent,312,four-door car,medsize
2578,central,8275,no,premium,college,1/24/11,jan,employed,f,48197,suburban,single,106,10,61,0,6,personal auto,personal l2,offer2,agent,508,four-door car,medsize
2579,north west,9934,no,extended,high school or below,2/27/11,feb,employed,f,56379,suburban,married,125,0,59,1,8,corporate auto,corporate l2,offer1,agent,600,suv,medsize
2580,north west,8701,no,extended,college,2/12/11,feb,unemployed,m,16948,suburban,married,122,8,32,0,6,personal auto,personal l3,offer4,agent,684,suv,medsize
2581,west region,17429,no,basic,master,1/9/11,jan,employed,m,41775,rural,married,109,11,80,0,2,personal auto,personal l3,offer1,web,104,sports car,medsize
2582,central,2734,no,basic,high school or below,1/9/11,jan,employed,m,92157,urban,single,69,19,33,0,1,corporate auto,corporate l3,offer2,branch,270,two-door car,medsize
2583,west region,8264,no,basic,high school or below,2/2/11,feb,employed,f,42045,rural,married,103,7,12,0,3,personal auto,personal l2,offer1,agent,40,suv,medsize
2584,central,2853,no,basic,doctor,1/19/11,jan,employed,f,87455,urban,divorced,71,10,46,0,1,corporate auto,corporate l3,offer2,call center,329,four-door car,medsize
2585,east,7756,no,basic,college,2/2/11,feb,unemployed,m,93952,suburban,single,74,24,63,0,2,corporate auto,corporate l1,offer1,agent,532,two-door car,small
2586,north west,4657,no,basic,college,1/13/11,jan,disabled,m,18024,suburban,single,65,13,1,0,3,personal auto,personal l3,offer1,agent,312,two-door car,medsize
2587,central,5860,no,basic,bachelor,1/26/11,jan,employed,f,38684,suburban,married,74,1,22,0,6,personal auto,personal l3,offer3,branch,376,two-door car,medsize
2588,east,2637,no,basic,high school or below,1/11/11,jan,employed,m,54378,suburban,married,66,16,30,0,1,personal auto,personal l2,offer2,call center,316,four-door car,small
2589,west region,3847,no,extended,college,2/25/11,feb,employed,m,23459,rural,married,96,17,19,0,1,personal auto,personal l3,offer2,branch,185,four-door car,medsize
2590,north west,3810,no,premium,high school or below,2/13/11,feb,unemployed,m,46313,suburban,single,108,7,57,0,1,personal auto,personal l2,offer2,branch,777,four-door car,medsize
2591,central,4734,no,basic,college,1/30/11,jan,unemployed,m,82717,suburban,single,67,7,75,0,5,personal auto,personal l3,offer3,agent,747,four-door car,medsize
2592,central,8178,no,premium,bachelor,2/6/11,feb,unemployed,m,80068,suburban,single,112,17,29,0,7,personal auto,personal l3,offer1,call center,806,four-door car,medsize
2593,west region,15994,no,premium,bachelor,2/16/11,feb,unemployed,m,73024,suburban,single,159,19,75,0,2,personal auto,personal l3,offer1,web,1410,suv,medsize
2594,central,5780,yes,basic,high school or below,2/26/11,feb,employed,m,51066,suburban,single,74,23,0,0,8,personal auto,personal l2,offer2,call center,787,four-door car,medsize
2595,west region,6766,no,extended,college,2/24/11,feb,employed,m,20046,suburban,married,87,15,59,0,3,personal auto,personal l2,offer3,web,417,two-door car,medsize
2596,north west,7713,no,basic,bachelor,2/20/11,feb,employed,m,45506,suburban,single,66,16,32,2,2,personal auto,personal l3,offer1,agent,316,four-door car,medsize
2597,north west,8401,no,extended,bachelor,1/30/11,jan,unemployed,m,61192,suburban,single,124,15,86,0,8,personal auto,personal l2,offer2,web,595,suv,medsize
2598,west region,3801,no,extended,high school or below,1/2/11,jan,employed,f,33043,suburban,married,95,15,90,0,1,personal auto,personal l3,offer1,branch,456,two-door car,medsize
2599,central,5244,no,extended,high school or below,1/1/11,jan,employed,m,68131,rural,married,130,22,27,0,1,personal auto,personal l2,offer4,branch,226,suv,medsize
2600,north west,3324,no,extended,high school or below,1/8/11,jan,unemployed,m,64146,suburban,married,92,13,17,0,1,personal auto,personal l2,offer1,agent,441,two-door car,medsize
2601,central,2710,no,extended,college,2/10/11,feb,unemployed,m,83879,suburban,single,76,11,38,0,1,corporate auto,corporate l3,offer4,call center,547,two-door car,medsize
2602,central,11243,no,extended,college,2/25/11,feb,employed,m,66146,urban,single,96,2,38,0,2,personal auto,personal l3,offer4,call center,250,two-door car,medsize
2603,north west,2393,yes,basic,college,1/31/11,jan,unemployed,m,95958,suburban,single,70,24,10,0,1,personal auto,personal l3,offer1,branch,425,four-door car,medsize
2604,central,6005,yes,extended,high school or below,1/12/11,jan,employed,m,26876,suburban,single,76,17,72,0,8,personal auto,personal l3,offer1,agent,364,four-door car,medsize
2605,north west,10926,no,premium,high school or below,1/9/11,jan,employed,m,29418,suburban,married,274,23,31,0,1,personal auto,personal l2,offer4,agent,1972,luxury suv,medsize
2606,west region,33451,no,extended,bachelor,2/11/11,feb,employed,f,85689,urban,married,92,5,8,0,2,corporate auto,corporate l3,offer1,agent,237,four-door car,small
2607,central,25763,no,basic,bachelor,1/5/11,jan,employed,f,78804,suburban,married,71,35,93,0,2,personal auto,personal l3,offer3,agent,389,four-door car,medsize
2608,central,4931,no,basic,college,2/25/11,feb,unemployed,m,59603,suburban,single,73,24,47,0,3,personal auto,personal l3,offer1,agent,525,four-door car,small
2609,east,5285,no,basic,bachelor,1/24/11,jan,employed,m,40783,suburban,married,67,13,43,1,9,personal auto,personal l1,offer1,call center,321,four-door car,medsize
2610,central,6698,no,basic,college,1/10/11,jan,disabled,f,21114,suburban,single,180,7,59,0,1,personal auto,personal l3,offer1,call center,864,four-door car,medsize
2611,central,10359,no,basic,college,2/12/11,feb,employed,m,84583,urban,married,65,6,50,0,2,corporate auto,corporate l1,offer2,branch,238,four-door car,small
2612,west region,12883,no,premium,bachelor,2/23/11,feb,employed,m,34148,urban,married,109,27,30,0,2,personal auto,personal l2,offer1,agent,451,four-door car,medsize
2613,central,24610,no,extended,bachelor,2/15/11,feb,employed,m,72786,urban,married,76,10,9,0,2,personal auto,personal l1,offer4,agent,363,four-door car,large
2614,west region,7200,yes,basic,college,1/26/11,jan,unemployed,f,25388,suburban,married,66,16,77,0,2,personal auto,personal l3,offer2,agent,316,four-door car,medsize
2615,east,8286,no,basic,bachelor,2/22/11,feb,employed,f,40001,rural,divorced,70,26,7,0,2,personal auto,personal l3,offer1,branch,142,four-door car,medsize
2616,west region,14980,no,extended,bachelor,1/8/11,jan,unemployed,f,16606,suburban,single,222,26,50,0,8,personal auto,personal l2,offer1,branch,1123,luxury car,medsize
2617,west region,2781,no,basic,high school or below,2/8/11,feb,unemployed,f,83234,suburban,single,74,8,13,0,1,personal auto,personal l3,offer4,web,532,four-door car,medsize
2618,west region,5979,yes,extended,high school or below,2/7/11,feb,employed,f,57693,suburban,divorced,76,16,56,0,3,personal auto,personal l2,offer2,agent,547,four-door car,medsize
2619,central,5061,no,basic,high school or below,2/23/11,feb,unemployed,m,77530,suburban,married,68,19,16,0,8,personal auto,personal l3,offer3,call center,326,two-door car,medsize
2620,east,2128,no,basic,bachelor,1/31/11,jan,unemployed,f,98584,suburban,single,65,19,54,2,1,personal auto,personal l1,offer1,agent,312,four-door car,medsize
2621,north west,2537,no,basic,high school or below,1/22/11,jan,employed,m,25506,suburban,married,65,10,16,0,1,personal auto,personal l3,offer3,branch,312,two-door car,medsize
2622,north west,2111,no,basic,college,1/3/11,jan,unemployed,f,44148,suburban,single,74,5,75,4,1,personal auto,personal l2,offer3,branch,369,four-door car,large
2623,central,2287,no,basic,bachelor,2/18/11,feb,employed,f,69024,urban,married,61,7,32,0,1,personal auto,personal l2,offer2,web,238,four-door car,medsize
2624,east,3479,no,premium,high school or below,1/29/11,jan,unemployed,m,64174,suburban,single,104,13,29,0,1,personal auto,personal l2,offer3,branch,499,two-door car,medsize
2625,west region,4879,no,basic,bachelor,2/25/11,feb,employed,f,58580,suburban,married,61,5,53,0,3,personal auto,personal l3,offer1,agent,292,four-door car,medsize
